tourist_id,nationality,age,gender,travel_purpose,arrival_date,departure_date,duration_days,season,group_size,travel_with,previous_visits_to_nepal,hotel_id,accommodation_type,accommodation_city,cities_visited,num_attractions_visited,primary_transport,uses_tour_guide,daily_budget_usd,accommodation_cost_npr,food_cost_npr,shopping_cost_npr,activities_cost_npr,transport_cost_npr,guide_cost_npr,total_spent_npr,information_source,main_interest,satisfaction_score,would_recommend
2685,French,46,Male,Cultural Tourism,2025-04-03 03:50:54.435982,2025-04-11 03:50:54.435982,8,Spring,2,Partner/Spouse,0,7,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Public Bus,False,19,13616,7256,4236,4500,800,0,30408,Travel Agency,Heritage Sites,8.7,True
2686,Indian,43,Female,Pilgrimage,2024-11-24 03:50:54.435982,2024-11-28 03:50:54.435982,4,Autumn,2,Friend,0,26,Budget Hostel,Kathmandu,"Kathmandu,Patan",10,Rental Bike,True,6,2348,1976,715,5000,2000,4038,16077,Social Media,Religious Sites,8.7,True
2687,Chinese,42,Male,Adventure/Trekking,2025-03-07 03:50:54.435982,2025-03-15 03:50:54.435982,8,Spring,2,Friend,0,3,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",5,Taxi,False,28,22056,12168,2966,2500,6400,0,46090,Social Media,Adventure Sports,9.2,True
2688,Indian,65,Female,Cultural Tourism,2025-07-29 03:50:54.435982,2025-08-02 03:50:54.435982,4,Monsoon,5,Tour Group,0,45,Guesthouse,Patan,"Kathmandu,Patan,Bhaktapur",12,Public Bus,False,18,3896,5764,343,6000,400,0,16403,Friends/Family,Heritage Sites,7.2,True
2689,Thai,28,Female,Business,2025-07-16 03:50:54.435982,2025-07-22 03:50:54.435982,6,Monsoon,4,Family,0,12,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Public Bus,False,15,6660,6882,0,3000,600,0,17142,Travel Blogs,Local Culture,5.4,False
2690,Chinese,64,Female,Cultural Tourism,2024-12-13 03:50:54.435982,2024-12-21 03:50:54.435982,8,Winter,4,Family,0,14,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",14,Public Bus,False,21,5856,11816,2884,7000,800,0,28356,Travel Blogs,Architecture,5.8,False
2691,British,56,Male,Backpacking,2025-04-16 03:50:54.435982,2025-04-23 03:50:54.435982,7,Spring,1,Solo,0,50,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",4,Private Car,True,35,26096,9674,6665,2000,14000,14451,72886,Travel Agency,Food,7.1,True
2692,Canadian,35,Female,Luxury Travel,2025-10-15 03:50:54.435982,2025-10-27 03:50:54.435982,12,Autumn,2,Partner/Spouse,0,38,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",7,Taxi,True,16,23844,11832,698,3500,9600,27414,76888,Social Media,Food,7.6,True
2693,Indian,36,Male,Cultural Tourism,2025-03-05 03:50:54.435982,2025-03-11 03:50:54.435982,6,Spring,2,Friend,0,33,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",17,Walking,False,15,18570,4206,3534,8500,300,0,35110,Travel Agency,Local Culture,9.1,True
2694,Indian,19,Female,Cultural Tourism,2025-03-14 03:50:54.435982,2025-03-20 03:50:54.435982,6,Spring,2,Partner/Spouse,0,35,Homestay,Patan,"Kathmandu,Patan,Bhaktapur",9,Public Bus,True,10,3030,3144,1681,4500,600,12168,25123,Guidebooks,Heritage Sites,7.7,True
2695,Japanese,67,Female,Cultural Tourism,2025-02-22 03:50:54.435982,2025-02-28 03:50:54.435982,6,Winter,2,Partner/Spouse,0,39,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",18,Taxi,True,22,31764,12174,1157,9000,4800,13392,72287,Social Media,Architecture,9.1,True
2696,Indian,49,Male,Cultural Tourism,2025-11-07 03:50:54.435982,2025-11-11 03:50:54.435982,4,Autumn,3,Friends,1,11,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",12,Taxi,True,7,5484,3104,401,6000,3200,4790,22979,Guidebooks,Architecture,7.6,True
2697,Japanese,54,Male,Business,2025-11-03 03:50:54.435982,2025-11-09 03:50:54.435982,6,Autumn,3,Tour Group,0,51,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",4,Private Car,True,27,52716,17790,3110,2000,12000,7254,94870,Friends/Family,Local Culture,8.0,True
2698,Thai,69,Female,Business,2025-04-10 03:50:54.435982,2025-04-15 03:50:54.435982,5,Spring,4,Friends,0,46,Budget Hostel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",4,Public Bus,False,10,2390,1820,697,2000,500,0,7407,Social Media,Food,8.2,True
2699,Chinese,27,Female,Backpacking,2025-11-18 03:50:54.435982,2025-11-27 03:50:54.435982,9,Autumn,2,Friend,1,47,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",11,Rental Bike,True,18,66420,6138,3901,5500,4500,14092,100551,Travel Blogs,Local Culture,8.4,True
2700,Thai,36,Male,Pilgrimage,2024-12-07 03:50:54.435982,2024-12-12 03:50:54.435982,5,Winter,3,Family,0,38,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",10,Rental Bike,False,20,9935,5870,4213,5000,2500,0,27518,Guidebooks,Religious Sites,9.1,True
2701,French,18,Male,Pilgrimage,2025-02-12 03:50:54.435982,2025-02-23 03:50:54.435982,11,Winter,1,Solo,0,39,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",10,Rental Bike,False,12,58234,8239,4143,5000,5500,0,81116,Travel Blogs,Spiritual Experience,8.2,True
2702,American,54,Male,Backpacking,2025-09-22 03:50:54.435982,2025-10-01 03:50:54.435982,9,Autumn,2,Partner/Spouse,0,33,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",8,Rental Bike,False,26,27855,14265,1341,4000,4500,0,51961,Social Media,Heritage Sites,8.0,True
2703,French,48,Female,Business,2025-10-06 03:50:54.435982,2025-10-15 03:50:54.435982,9,Autumn,2,Partner/Spouse,0,14,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Rental Bike,False,18,6588,5697,247,2000,4500,0,19032,Social Media,Shopping,8.4,True
2704,Canadian,33,Female,Cultural Tourism,2025-03-31 03:50:54.435982,2025-04-11 03:50:54.435982,11,Spring,2,Friend,0,8,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",16,Public Bus,False,31,18667,17776,12704,8000,1100,0,58247,Travel Blogs,Local Culture,6.7,False
2705,French,60,Male,Business,2025-08-05 03:50:54.435982,2025-08-16 03:50:54.435982,11,Monsoon,1,Solo,0,59,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",11,Walking,False,28,24750,31075,9144,5500,550,0,71019,Travel Blogs,Heritage Sites,7.2,True
2706,Indian,63,Female,Cultural Tourism,2024-12-05 03:50:54.435982,2024-12-10 03:50:54.435982,5,Winter,5,Friends,0,10,Budget Hostel,Kathmandu,"Kathmandu,Patan,Bhaktapur",15,Taxi,False,7,3750,1680,1068,7500,4000,0,17998,Travel Agency,Heritage Sites,7.0,False
2707,Thai,65,Female,Pilgrimage,2025-05-17 03:50:54.435982,2025-05-21 03:50:54.435982,4,Spring,4,Family,0,43,Guesthouse,Patan,"Kathmandu,Patan",10,Taxi,False,9,2888,2336,179,5000,3200,0,13603,Travel Blogs,Religious Sites,8.6,True
2708,American,51,Female,Luxury Travel,2025-10-24 03:50:54.435982,2025-11-05 03:50:54.435982,12,Autumn,1,Solo,3,37,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",9,Public Bus,False,20,55968,11820,7621,4500,1200,0,81109,Social Media,Heritage Sites,6.7,False
2709,Thai,49,Male,Cultural Tourism,2025-10-07 03:50:54.435982,2025-10-12 03:50:54.435982,5,Autumn,3,Friends,0,54,Guesthouse,Bhaktapur,"Kathmandu,Patan,Bhaktapur",9,Public Bus,True,18,4480,5355,1480,4500,500,9180,25495,Travel Blogs,Architecture,7.1,True
2710,Chinese,39,Male,Cultural Tourism,2025-10-28 03:50:54.435982,2025-11-03 03:50:54.435982,6,Autumn,7,Friends,0,57,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",17,Rental Bike,True,20,39816,6780,4013,8500,3000,9933,72042,Travel Blogs,Heritage Sites,8.2,True
2711,Israeli,58,Male,Cultural Tourism,2025-06-04 03:50:54.435982,2025-06-10 03:50:54.435982,6,Monsoon,1,Solo,0,20,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",17,Public Bus,True,20,12372,3642,4485,8500,600,11826,41425,Guidebooks,Heritage Sites,7.6,True
2712,American,32,Male,Adventure/Trekking,2024-12-23 03:50:54.435982,2025-01-05 03:50:54.435982,13,Winter,2,Partner/Spouse,0,51,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",4,Taxi,False,30,114218,21593,15481,2000,10400,0,163692,Travel Blogs,Adventure Sports,7.1,True
2713,Chinese,69,Female,Pilgrimage,2025-08-10 03:50:54.435982,2025-08-16 03:50:54.435982,6,Monsoon,2,Friend,5,4,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",10,Walking,False,12,15816,6078,172,5000,300,0,27366,Social Media,Spiritual Experience,6.4,False
2714,Indian,52,Male,Adventure/Trekking,2025-08-24 03:50:54.435982,2025-08-27 03:50:54.435982,3,Monsoon,4,Friends,1,14,Guesthouse,Kathmandu,"Kathmandu,Patan",5,Taxi,False,7,2196,1341,528,2500,2400,0,8965,Travel Agency,Nature,6.5,False
2715,Indian,19,Male,Business,2025-09-17 03:50:54.435982,2025-09-22 03:50:54.435982,5,Autumn,5,Friends,0,17,Budget Hostel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Rental Bike,True,6,2465,3810,290,3000,2500,7360,19425,Social Media,Food,6.6,False
2716,Australian,68,Male,Cultural Tourism,2025-10-07 03:50:54.435982,2025-10-15 03:50:54.435982,8,Autumn,1,Solo,0,30,Luxury Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Private Car,False,40,96016,19376,229,4500,16000,0,136121,Social Media,Architecture,6.2,False
2717,Japanese,28,Male,Backpacking,2025-03-26 03:50:54.435982,2025-04-02 03:50:54.435982,7,Spring,2,Partner/Spouse,1,52,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",7,Rental Bike,False,27,89642,19544,6886,3500,3500,0,123072,Social Media,Shopping,7.8,True
2718,Indian,52,Female,Cultural Tourism,2025-07-20 03:50:54.435982,2025-07-25 03:50:54.435982,5,Monsoon,3,Tour Group,0,31,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",8,Rental Bike,False,16,35730,4360,2848,4000,2500,0,49438,Social Media,Architecture,7.2,True
2719,Spanish,23,Female,Backpacking,2025-01-25 03:50:54.435982,2025-02-04 03:50:54.435982,10,Winter,2,Friend,0,25,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",7,Public Bus,True,28,33160,23650,6220,3500,1000,11545,79075,Friends/Family,Food,6.7,False
2720,Chinese,30,Female,Cultural Tourism,2025-01-10 03:50:54.435982,2025-01-16 03:50:54.435982,6,Winter,7,Family,0,19,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",11,Public Bus,True,16,6834,6534,2659,5500,600,13629,35756,Social Media,Heritage Sites,6.0,False
2721,Japanese,35,Male,Adventure/Trekking,2025-04-04 03:50:54.435982,2025-04-12 03:50:54.435982,8,Spring,3,Friends,1,52,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",6,Taxi,False,37,102448,15680,5913,3000,6400,0,133441,Social Media,Trekking,9.0,True
2722,German,56,Female,Backpacking,2025-06-08 03:50:54.435982,2025-06-19 03:50:54.435982,11,Monsoon,2,Friend,0,22,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Private Car,True,32,33176,27973,8246,3000,22000,22065,116460,Other,Food,5.8,False
2723,Indian,19,Female,Business,2025-07-25 03:50:54.435982,2025-07-30 03:50:54.435982,5,Monsoon,5,Family,1,6,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Rental Bike,True,13,16295,6475,258,2000,2500,4848,32376,Social Media,Local Culture,5.7,False
2724,Indian,30,Male,Backpacking,2025-02-20 03:50:54.435982,2025-02-24 03:50:54.435982,4,Winter,2,Friend,0,3,Mid-Range Hotel,Kathmandu,"Kathmandu,Bhaktapur",8,Taxi,False,15,11028,5608,976,4000,3200,0,24812,Social Media,Shopping,5.3,False
2725,American,40,Male,Cultural Tourism,2025-01-17 03:50:54.435982,2025-01-26 03:50:54.435982,9,Winter,1,Solo,0,20,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",8,Private Car,True,31,18558,16092,10048,4000,18000,19984,86682,Friends/Family,Heritage Sites,7.3,True
2726,Japanese,67,Female,Pilgrimage,2025-08-26 03:50:54.435982,2025-09-01 03:50:54.435982,6,Monsoon,1,Solo,0,53,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",7,Taxi,False,32,53484,13578,5713,3500,4800,0,81075,Social Media,Religious Sites,6.2,False
2727,German,41,Female,Adventure/Trekking,2025-11-02 03:50:54.435982,2025-11-10 03:50:54.435982,8,Autumn,2,Partner/Spouse,1,59,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",7,Public Bus,False,35,18000,16728,5625,3500,800,0,44653,Travel Blogs,Adventure Sports,9.3,True
2728,Indian,25,Male,Pilgrimage,2025-01-18 03:50:54.435982,2025-01-24 03:50:54.435982,6,Winter,3,Friends,1,48,Budget Hostel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",6,Public Bus,False,5,3084,3744,1043,3000,600,0,11471,Travel Agency,Religious Sites,5.9,False
2729,Australian,53,Female,Cultural Tourism,2025-01-19 03:50:54.435982,2025-02-03 03:50:54.435982,15,Winter,1,Solo,0,13,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Taxi,True,23,53235,35340,12570,4500,12000,27629,145274,Other,Heritage Sites,8.0,True
2730,Israeli,33,Male,Luxury Travel,2025-06-17 03:50:54.435982,2025-06-24 03:50:54.435982,7,Monsoon,1,Solo,0,39,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",9,Private Car,False,16,37058,7553,1417,4500,14000,0,64528,Travel Blogs,Heritage Sites,7.4,True
2731,Indian,28,Female,Luxury Travel,2025-10-13 03:50:54.435982,2025-10-18 03:50:54.435982,5,Autumn,4,Tour Group,0,29,Budget Hostel,Kathmandu,"Kathmandu,Patan,Bhaktapur",5,Walking,False,8,1675,3835,1107,2500,250,0,9367,Social Media,Local Culture,7.5,True
2732,Chinese,21,Male,Adventure/Trekking,2025-05-13 03:50:54.435982,2025-05-20 03:50:54.435982,7,Spring,3,Friends,0,59,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",3,Rental Bike,False,26,15750,19068,3033,1500,3500,0,42851,Social Media,Trekking,7.0,True
2733,Chinese,18,Female,Cultural Tourism,2025-09-22 03:50:54.435982,2025-09-29 03:50:54.435982,7,Autumn,2,Partner/Spouse,2,33,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",9,Taxi,False,19,21665,6048,4227,4500,5600,0,42040,Travel Blogs,Local Culture,7.8,True
2734,French,22,Male,Backpacking,2025-09-02 03:50:54.435982,2025-09-12 03:50:54.435982,10,Autumn,1,Solo,0,7,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Walking,False,18,17020,8010,6586,2000,500,0,34116,Social Media,Local Culture,6.1,False
2735,Chinese,18,Female,Cultural Tourism,2025-05-12 03:50:54.435982,2025-05-18 03:50:54.435982,6,Spring,2,Friend,0,42,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",16,Taxi,False,27,19542,14688,1124,8000,4800,0,48154,Guidebooks,Heritage Sites,8.1,True
2736,Japanese,32,Male,Backpacking,2025-08-12 03:50:54.435982,2025-08-17 03:50:54.435982,5,Monsoon,2,Partner/Spouse,2,13,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",11,Rental Bike,False,35,17745,11815,3488,5500,2500,0,41048,Travel Agency,Local Culture,7.2,True
2737,Indian,31,Male,Business,2025-01-23 03:50:54.435982,2025-01-29 03:50:54.435982,6,Winter,3,Friends,0,60,Budget Hostel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",4,Rental Bike,False,9,2838,2070,1834,2000,3000,0,11742,Social Media,Heritage Sites,8.3,True
2738,Australian,50,Female,Pilgrimage,2025-05-07 03:50:54.435982,2025-05-17 03:50:54.435982,10,Spring,2,Partner/Spouse,0,5,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",11,Private Car,True,33,46360,13210,8030,5500,20000,15400,108500,Travel Blogs,Religious Sites,7.3,True
2739,French,63,Male,Cultural Tourism,2025-01-04 03:50:54.435982,2025-01-15 03:50:54.435982,11,Winter,2,Friend,0,54,Guesthouse,Bhaktapur,"Kathmandu,Patan,Bhaktapur",10,Rental Bike,True,20,9856,11858,6039,5000,5500,10455,48708,Travel Blogs,Local Culture,5.7,False
2740,Indian,27,Male,Cultural Tourism,2025-11-12 03:50:54.435982,2025-11-16 03:50:54.435982,4,Autumn,3,Tour Group,2,55,Guesthouse,Bhaktapur,"Kathmandu,Bhaktapur",12,Taxi,True,10,3056,2076,1160,6000,3200,6010,21502,Travel Agency,Local Culture,7.5,True
2741,British,60,Male,Adventure/Trekking,2025-08-14 03:50:54.435982,2025-08-23 03:50:54.435982,9,Monsoon,2,Friend,1,58,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",5,Taxi,True,20,35505,9270,6076,2500,7200,10592,71143,Guidebooks,Adventure Sports,7.3,True
2742,Indian,32,Male,Pilgrimage,2025-03-27 03:50:54.435982,2025-03-31 03:50:54.435982,4,Spring,4,Family,0,58,Mid-Range Hotel,Bhaktapur,"Kathmandu,Bhaktapur",5,Walking,False,15,15780,4928,2058,2500,200,0,25466,Social Media,Religious Sites,8.4,True
2743,Australian,50,Female,Volunteer Work,2025-07-21 03:50:54.435982,2025-07-29 03:50:54.435982,8,Monsoon,1,Solo,0,3,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Taxi,False,26,22056,21392,1999,2000,6400,0,53847,Travel Agency,Heritage Sites,8.2,True
2744,Korean,66,Male,Luxury Travel,2025-01-08 03:50:54.435982,2025-01-13 03:50:54.435982,5,Winter,4,Friends,1,1,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",10,Public Bus,False,12,4235,4040,2292,5000,500,0,16067,Friends/Family,Food,8.1,True
2745,Spanish,66,Female,Cultural Tourism,2025-04-03 03:50:54.435982,2025-04-11 03:50:54.435982,8,Spring,1,Solo,0,47,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",13,Walking,False,14,59040,11704,4254,6500,400,0,81898,Travel Agency,Heritage Sites,8.0,True
2746,Indian,45,Male,Pilgrimage,2024-12-28 03:50:54.435982,2025-01-01 03:50:54.435982,4,Winter,2,Partner/Spouse,0,9,Budget Hostel,Kathmandu,"Kathmandu,Patan,Bhaktapur",5,Private Car,True,6,2500,2856,786,2500,8000,5430,22072,Other,Religious Sites,7.7,True
2747,Japanese,20,Male,Backpacking,2025-10-26 03:50:54.435982,2025-11-04 03:50:54.435982,9,Autumn,1,Solo,0,30,Luxury Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",7,Rental Bike,True,27,108018,13230,5949,3500,4500,11700,146897,Social Media,Shopping,7.6,True
2748,Korean,31,Male,Adventure/Trekking,2025-04-15 03:50:54.435982,2025-04-20 03:50:54.435982,5,Spring,4,Family,2,36,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",7,Taxi,True,19,14345,6355,833,3500,4000,9478,38511,Travel Blogs,Adventure Sports,7.4,True
2749,Chinese,30,Male,Business,2024-12-05 03:50:54.435982,2024-12-10 03:50:54.435982,5,Winter,5,Tour Group,1,53,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",8,Taxi,True,25,44570,11190,2443,4000,4000,8834,75037,Social Media,Local Culture,6.1,False
2750,Chinese,42,Female,Cultural Tourism,2025-01-18 03:50:54.435982,2025-01-27 03:50:54.435982,9,Winter,7,Family,0,1,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",17,Rental Bike,True,16,7623,5922,5183,8500,4500,12620,44348,Friends/Family,Local Culture,5.0,False
2751,Korean,66,Male,Business,2025-07-05 03:50:54.435982,2025-07-11 03:50:54.435982,6,Monsoon,4,Family,0,36,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",8,Rental Bike,True,27,17214,10212,3372,4000,3000,9654,47452,Travel Agency,Local Culture,5.7,False
2752,Indian,54,Female,Pilgrimage,2024-12-16 03:50:54.435982,2024-12-19 03:50:54.435982,3,Winter,5,Family,0,1,Guesthouse,Kathmandu,"Kathmandu,Bhaktapur",9,Public Bus,True,10,2541,2208,79,4500,300,4267,13895,Friends/Family,Spiritual Experience,8.7,True
2753,Indian,43,Female,Business,2025-04-10 03:50:54.435982,2025-04-15 03:50:54.435982,5,Spring,5,Tour Group,0,21,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",5,Rental Bike,False,12,12295,5990,1981,2500,2500,0,25266,Guidebooks,Local Culture,8.3,True
2754,Japanese,48,Male,Cultural Tourism,2025-07-23 03:50:54.435982,2025-07-28 03:50:54.435982,5,Monsoon,2,Partner/Spouse,0,28,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",10,Rental Bike,False,42,29030,14030,8449,5000,2500,0,59009,Other,Local Culture,7.4,True
2755,Chinese,60,Female,Adventure/Trekking,2025-05-03 03:50:54.435982,2025-05-08 03:50:54.435982,5,Spring,3,Family,0,2,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Taxi,True,12,28375,4170,1047,3000,4000,4966,45558,Friends/Family,Adventure Sports,6.4,False
2756,Indian,34,Male,Adventure/Trekking,2025-05-12 03:50:54.435982,2025-05-18 03:50:54.435982,6,Spring,2,Partner/Spouse,0,35,Homestay,Patan,"Kathmandu,Patan,Bhaktapur",4,Taxi,True,7,3030,3708,385,2000,4800,14139,28062,Travel Blogs,Trekking,7.5,True
2757,Canadian,56,Female,Cultural Tourism,2024-12-02 03:50:54.435982,2024-12-12 03:50:54.435982,10,Winter,1,Solo,0,2,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",11,Private Car,False,29,56750,23470,9088,5500,20000,0,114808,Other,Heritage Sites,7.2,True
2758,Israeli,49,Female,Adventure/Trekking,2025-11-17 03:50:54.435982,2025-11-28 03:50:54.435982,11,Autumn,1,Solo,1,38,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",7,Private Car,False,22,21857,18689,4607,3500,22000,0,70653,Guidebooks,Nature,8.8,True
2759,Japanese,55,Male,Adventure/Trekking,2025-04-23 03:50:54.435982,2025-05-01 03:50:54.435982,8,Spring,1,Solo,4,52,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",3,Rental Bike,False,28,102448,10528,3394,1500,4000,0,121870,Social Media,Trekking,9.0,True
2760,Israeli,67,Female,Cultural Tourism,2025-06-07 03:50:54.435982,2025-06-16 03:50:54.435982,9,Monsoon,2,Friend,0,27,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",18,Taxi,False,16,20556,7614,69,9000,7200,0,44439,Guidebooks,Architecture,6.0,False
2761,Indian,60,Male,Cultural Tourism,2025-06-03 03:50:54.435982,2025-06-06 03:50:54.435982,3,Monsoon,5,Family,4,56,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",9,Public Bus,True,13,9429,2142,444,4500,300,3551,20366,Friends/Family,Heritage Sites,6.4,False
2762,Chinese,35,Female,Cultural Tourism,2025-02-20 03:50:54.435982,2025-02-27 03:50:54.435982,7,Winter,6,Family,0,13,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",10,Rental Bike,True,19,24843,5908,2025,5000,3500,8514,49790,Social Media,Architecture,7.5,True
2763,American,33,Female,Cultural Tourism,2025-02-23 03:50:54.435982,2025-03-07 03:50:54.435982,12,Winter,2,Friend,0,16,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",12,Rental Bike,True,22,74196,27804,11010,6000,6000,28992,154002,Social Media,Architecture,5.8,False
2764,Indian,32,Male,Cultural Tourism,2025-01-30 03:50:54.435982,2025-02-04 03:50:54.435982,5,Winter,4,Friends,0,35,Homestay,Patan,"Kathmandu,Patan,Bhaktapur",11,Public Bus,False,9,2525,3120,60,5500,500,0,11705,Other,Local Culture,7.3,True
2765,Indian,68,Female,Cultural Tourism,2025-09-10 03:50:54.435982,2025-09-14 03:50:54.435982,4,Autumn,2,Partner/Spouse,0,45,Guesthouse,Patan,"Kathmandu,Patan,Bhaktapur",8,Public Bus,True,17,3896,4320,1036,4000,400,6768,20420,Social Media,Local Culture,7.7,True
2766,Japanese,34,Female,Cultural Tourism,2025-01-23 03:50:54.435982,2025-01-28 03:50:54.435982,5,Winter,2,Friend,0,18,Luxury Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Walking,True,28,52465,6105,319,4500,250,5146,68785,Social Media,Heritage Sites,7.6,True
2767,Japanese,22,Male,Adventure/Trekking,2025-07-29 03:50:54.435982,2025-08-06 03:50:54.435982,8,Monsoon,3,Family,0,38,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",7,Private Car,True,22,15896,10536,4198,3500,16000,11000,61130,Friends/Family,Trekking,5.6,False
2768,American,67,Male,Backpacking,2025-07-09 03:50:54.435982,2025-07-19 03:50:54.435982,10,Monsoon,2,Friend,0,58,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",4,Public Bus,True,24,39450,22270,7174,2000,1000,12275,84169,Friends/Family,Local Culture,7.3,True
2769,Indian,53,Female,Cultural Tourism,2025-02-27 03:50:54.435982,2025-03-03 03:50:54.435982,4,Winter,4,Tour Group,0,1,Guesthouse,Kathmandu,"Kathmandu,Patan",10,Private Car,False,16,3388,4432,1708,5000,8000,0,22528,Guidebooks,Local Culture,8.0,True
2770,Indian,35,Male,Cultural Tourism,2025-01-14 03:50:54.435982,2025-01-19 03:50:54.435982,5,Winter,4,Tour Group,0,9,Budget Hostel,Kathmandu,"Kathmandu,Patan,Bhaktapur",13,Private Car,False,8,3125,1760,549,6500,10000,0,21934,Social Media,Local Culture,7.8,True
